Accion,Actividad,Categoria,Emocion,person,Nose_x,Nose_y,Nose_c,Neck_x,Neck_y,Neck_c,RShoulder_x,RShoulder_y,RShoulder_c,RElbow_x,RElbow_y,RElbow_c,RWrist_x,RWrist_y,RWrist_c,LShoulder_x,LShoulder_y,LShoulder_c,LElbow_x,LElbow_y,LElbow_c,LWrist_x,LWrist_y,LWrist_c,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c
DarPaso,Caminar,Pausa,Neutral,0.0,752.127,253.02900000000002,0.8033899999999999,818.168,275.01599999999996,0.696497,788.846,239.78900000000002,0.378606,0.0,0.0,0.0,0.0,0.0,0.0,851.9730000000001,310.259,0.6501640000000001,869.562,411.566,0.7690100000000001,785.918,454.158,0.869866,837.289,426.221,0.6362270000000001,807.904,421.825,0.583422,804.966,520.187,0.800158,868.112,430.63800000000003,0.597731,906.2769999999999,508.412,0.779086
DarPaso,Caminar,Pausa,Neutral,0.0,738.939,257.42,0.829625,807.904,277.983,0.683098,781.4889999999999,245.66099999999997,0.398858,0.0,0.0,0.0,0.0,0.0,0.0,840.196,316.124,0.647425,850.498,418.885,0.808148,769.779,464.411,0.8557889999999999,829.941,435.015,0.609378,800.581,427.69199999999995,0.550864,800.552,521.668,0.751409,859.305,437.964,0.61784,895.972,515.77,0.777572
DarPaso,Caminar,Pausa,Neutral,0.0,725.7080000000001,261.812,0.844118,799.1039999999999,285.29400000000004,0.639899,772.694,248.595,0.374486,0.0,0.0,0.0,0.0,0.0,0.0,828.4910000000001,322.004,0.644313,834.336,429.154,0.785625,756.498,474.681,0.8375,822.59,437.958,0.6278239999999999,793.227,435.015,0.577589,793.2510000000001,521.672,0.767885,851.951,439.467,0.626603,882.757,528.995,0.830234
DarPaso,Caminar,Pausa,Neutral,0.0,715.431,264.744,0.8564790000000001,788.841,289.70599999999996,0.669744,766.808,251.525,0.384496,0.0,0.0,0.0,0.0,0.0,0.0,816.7260000000001,326.406,0.638576,815.2510000000001,437.94599999999997,0.796716,738.92,484.958,0.864914,812.32,442.366,0.62378,784.432,437.98900000000003,0.607755,791.757,530.47,0.751145,838.773,448.255,0.629847,866.623,542.203,0.807664
DarPaso,Caminar,Pausa,Neutral,0.0,708.062,267.678,0.8455969999999999,782.948,289.694,0.643267,765.335,248.607,0.379339,0.0,0.0,0.0,0.0,0.0,0.0,806.429,329.348,0.618796,799.1239999999999,440.91,0.7531869999999999,722.797,496.684,0.820425,803.497,442.37199999999996,0.618317,774.154,437.978,0.580609,788.822,528.989,0.726723,831.408,449.71,0.620553,850.5089999999999,548.067,0.838967
DarPaso,Caminar,Pausa,Neutral,0.0,697.816,273.552,0.8439909999999999,775.615,291.183,0.599159,766.807,250.05,0.42755699999999996,0.0,0.0,0.0,0.0,0.0,0.0,793.255,335.19199999999995,0.614793,782.97,449.723,0.801809,709.541,502.59,0.834916,799.1139999999999,452.62800000000004,0.637838,772.706,446.782,0.578828,788.8330000000001,533.406,0.7367630000000001,822.602,455.575,0.631827,834.3439999999999,555.395,0.8191430000000001
DarPaso,Caminar,Pausa,Neutral,0.0,687.563,276.475,0.8678170000000001,768.2769999999999,292.658,0.604376,760.946,252.984,0.432709,0.0,0.0,0.0,0.0,0.0,0.0,784.44,338.131,0.616296,768.2560000000001,452.662,0.800928,693.424,512.832,0.830177,793.2489999999999,451.164,0.6320140000000001,771.221,443.847,0.583397,787.362,539.265,0.71349,816.699,454.124,0.639416,818.171,556.876,0.787655
DarPaso,Caminar,Pausa,Neutral,0.0,677.2710000000001,280.914,0.813545,760.959,295.561,0.648595,756.554,251.541,0.547115,737.433,329.344,0.152901,730.1139999999999,364.587,0.564389,771.217,342.548,0.629687,753.585,455.611,0.780874,680.205,521.656,0.7945810000000001,788.8480000000001,445.305,0.5989680000000001,769.742,439.44699999999995,0.532523,785.888,536.3240000000001,0.605942,809.368,451.175,0.5982649999999999,806.459,556.889,0.67074
DarPaso,Caminar,Pausa,Neutral,0.0,671.395,285.309,0.833209,753.5889999999999,297.034,0.639654,747.716,251.547,0.539277,724.2510000000001,329.333,0.13385999999999998,719.831,360.186,0.610847,763.8760000000001,344.031,0.603558,737.428,464.381,0.8070609999999999,671.367,528.994,0.8322639999999999,785.8939999999999,448.235,0.5316420000000001,769.76,442.37800000000004,0.423045,784.422,551.025,0.630371,799.097,452.63599999999997,0.56639,788.82,556.8969999999999,0.702124
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,662.607,289.69599999999997,0.8821209999999999,744.7689999999999,298.527,0.674874,743.31,253.01,0.624929,716.8919999999999,323.457,0.171031,711.02,361.64099999999996,0.631632,752.1339999999999,351.348,0.588073,724.2189999999999,468.806,0.779701,658.182,537.7909999999999,0.795346,785.904,445.30199999999996,0.48176599999999997,774.16,439.445,0.3131,784.4169999999999,551.013,0.503011,791.7660000000001,452.647,0.566217,772.697,562.749,0.6431
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,652.289,294.094,0.842765,737.438,298.506,0.680404,735.962,252.995,0.618106,0.0,0.0,0.0,0.0,0.0,0.0,741.8539999999999,345.491,0.583633,712.49,476.135,0.7695350000000001,647.913,545.16,0.826463,787.3689999999999,439.44699999999995,0.480832,788.8380000000001,435.039,0.301478,793.215,555.43,0.536958,787.3589999999999,449.711,0.5642189999999999,759.455,567.137,0.773546
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,644.965,297.043,0.848001,728.6339999999999,299.983,0.648494,727.175,252.979,0.611317,0.0,0.0,0.0,0.0,0.0,0.0,734.503,349.89599999999996,0.5843109999999999,705.1519999999999,480.532,0.757977,642.028,550.995,0.842198,787.35,439.434,0.492145,796.166,429.157,0.329005,788.818,545.148,0.353445,782.967,452.634,0.541779,753.6030000000001,567.159,0.757078
