Accion,Actividad,Categoria,Emocion,person,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y
DarPaso,Caminar,Pausa,Neutral,0.0,793.247,232.468,854.9119999999999,257.4,816.716,239.782,818.204,320.539,812.334,389.527,898.9069999999999,282.367,920.967,376.333,841.686,415.913,868.084,404.225,837.248,402.728,822.6080000000001,499.662,898.953,407.135,940.029,490.82199999999995
DarPaso,Caminar,Pausa,Neutral,0.0,782.9680000000001,239.75900000000001,844.6189999999999,261.828,806.448,238.31900000000002,0.0,0.0,0.0,0.0,887.173,291.184,909.187,392.48199999999997,829.9119999999999,427.663,862.206,408.615,831.3989999999999,405.69,816.715,502.577,893.059,411.54400000000004,931.247,490.815
DarPaso,Caminar,Pausa,Neutral,0.0,772.707,247.114,837.255,267.664,804.966,235.385,0.0,0.0,0.0,0.0,878.3660000000001,298.517,897.435,405.673,815.258,436.523,854.8739999999999,410.07099999999997,825.51,405.67800000000005,813.76,502.55800000000005,884.237,414.467,922.447,498.14300000000003
DarPaso,Caminar,Pausa,Neutral,0.0,762.3889999999999,250.07,829.932,272.085,797.6460000000001,241.25099999999998,0.0,0.0,0.0,0.0,865.1489999999999,305.856,882.758,408.60699999999997,802.013,445.30199999999996,847.5419999999999,417.42900000000003,815.268,413.023,807.916,512.842,878.3660000000001,423.293,915.081,501.099
DarPaso,Caminar,Pausa,Neutral,0.0,752.127,253.02900000000002,818.168,275.01599999999996,788.846,239.78900000000002,0.0,0.0,0.0,0.0,851.9730000000001,310.259,869.562,411.566,785.918,454.158,837.289,426.221,807.904,421.825,804.966,520.187,868.112,430.63800000000003,906.2769999999999,508.412
DarPaso,Caminar,Pausa,Neutral,0.0,738.939,257.42,807.904,277.983,781.4889999999999,245.66099999999997,0.0,0.0,0.0,0.0,840.196,316.124,850.498,418.885,769.779,464.411,829.941,435.015,800.581,427.69199999999995,800.552,521.668,859.305,437.964,895.972,515.77
DarPaso,Caminar,Pausa,Neutral,0.0,725.7080000000001,261.812,799.1039999999999,285.29400000000004,772.694,248.595,0.0,0.0,0.0,0.0,828.4910000000001,322.004,834.336,429.154,756.498,474.681,822.59,437.958,793.227,435.015,793.2510000000001,521.672,851.951,439.467,882.757,528.995
DarPaso,Caminar,Pausa,Neutral,0.0,715.431,264.744,788.841,289.70599999999996,766.808,251.525,0.0,0.0,0.0,0.0,816.7260000000001,326.406,815.2510000000001,437.94599999999997,738.92,484.958,812.32,442.366,784.432,437.98900000000003,791.757,530.47,838.773,448.255,866.623,542.203
DarPaso,Caminar,Pausa,Neutral,0.0,708.062,267.678,782.948,289.694,765.335,248.607,0.0,0.0,0.0,0.0,806.429,329.348,799.1239999999999,440.91,722.797,496.684,803.497,442.37199999999996,774.154,437.978,788.822,528.989,831.408,449.71,850.5089999999999,548.067
DarPaso,Caminar,Pausa,Neutral,0.0,697.816,273.552,775.615,291.183,766.807,250.05,0.0,0.0,0.0,0.0,793.255,335.19199999999995,782.97,449.723,709.541,502.59,799.1139999999999,452.62800000000004,772.706,446.782,788.8330000000001,533.406,822.602,455.575,834.3439999999999,555.395
DarPaso,Caminar,Pausa,Neutral,0.0,687.563,276.475,768.2769999999999,292.658,760.946,252.984,0.0,0.0,0.0,0.0,784.44,338.131,768.2560000000001,452.662,693.424,512.832,793.2489999999999,451.164,771.221,443.847,787.362,539.265,816.699,454.124,818.171,556.876
DarPaso,Caminar,Pausa,Neutral,0.0,677.2710000000001,280.914,760.959,295.561,756.554,251.541,737.433,329.344,730.1139999999999,364.587,771.217,342.548,753.585,455.611,680.205,521.656,788.8480000000001,445.305,769.742,439.44699999999995,785.888,536.3240000000001,809.368,451.175,806.459,556.889
DarPaso,Caminar,Pausa,Neutral,0.0,671.395,285.309,753.5889999999999,297.034,747.716,251.547,724.2510000000001,329.333,719.831,360.186,763.8760000000001,344.031,737.428,464.381,671.367,528.994,785.8939999999999,448.235,769.76,442.37800000000004,784.422,551.025,799.097,452.63599999999997,788.82,556.8969999999999
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,662.607,289.69599999999997,744.7689999999999,298.527,743.31,253.01,716.8919999999999,323.457,711.02,361.64099999999996,752.1339999999999,351.348,724.2189999999999,468.806,658.182,537.7909999999999,785.904,445.30199999999996,774.16,439.445,784.4169999999999,551.013,791.7660000000001,452.647,772.697,562.749
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,652.289,294.094,737.438,298.506,735.962,252.995,0.0,0.0,0.0,0.0,741.8539999999999,345.491,712.49,476.135,647.913,545.16,787.3689999999999,439.44699999999995,788.8380000000001,435.039,793.215,555.43,787.3589999999999,449.711,759.455,567.137
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,644.965,297.043,728.6339999999999,299.983,727.175,252.979,0.0,0.0,0.0,0.0,734.503,349.89599999999996,705.1519999999999,480.532,642.028,550.995,787.35,439.434,796.166,429.157,788.818,545.148,782.967,452.634,753.6030000000001,567.159
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,637.631,299.996,721.308,302.92400000000004,722.7739999999999,253.00099999999998,0.0,0.0,0.0,0.0,721.324,358.684,697.807,483.468,636.143,556.909,784.443,436.515,796.1619999999999,421.81699999999995,788.805,537.795,778.556,449.71,744.814,567.16
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,628.845,308.756,715.437,307.305,719.845,254.457,0.0,0.0,0.0,0.0,716.885,358.702,690.4639999999999,486.41,628.82,562.749,780.007,436.49199999999996,788.828,417.42900000000003,785.88,531.919,771.221,449.709,744.77,568.622
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,622.939,310.243,711.0,310.231,713.9680000000001,257.39,0.0,0.0,0.0,0.0,709.565,361.64300000000003,686.056,487.899,625.886,567.165,771.235,437.978,785.877,423.288,785.867,528.995,766.788,452.651,746.2660000000001,567.168
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,615.607,311.716,705.1439999999999,311.703,711.029,258.86,0.0,0.0,0.0,0.0,699.298,364.57300000000004,678.721,487.907,622.941,571.5740000000001,768.2660000000001,439.445,781.4789999999999,424.767,785.877,527.506,759.467,454.11400000000003,749.211,567.1469999999999
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,611.187,313.22,697.836,311.715,706.6030000000001,254.47,750.643,277.994,0.0,0.0,694.888,367.50199999999995,672.873,495.20599999999996,618.564,575.986,763.8610000000001,442.376,777.095,427.69300000000004,782.972,521.649,753.6010000000001,458.51300000000003,750.6469999999999,568.6030000000001
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,603.865,314.66900000000004,693.408,316.112,699.2869999999999,255.942,750.66,283.81,0.0,0.0,688.997,373.376,668.465,498.155,617.087,580.336,756.553,449.705,771.222,432.103,781.48,520.169,743.341,462.93199999999996,749.189,568.622
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,602.375,319.075,689.0160000000001,317.607,700.7410000000001,257.408,749.186,288.264,0.0,0.0,681.677,373.395,666.9789999999999,499.601,617.081,580.408,750.677,448.244,766.805,432.101,780.02,530.443,738.93,461.467,744.82,570.091
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,599.456,322.033,686.045,319.056,694.867,260.349,747.747,292.62,0.0,0.0,675.807,377.795,664.062,501.121,617.057,583.305,747.7139999999999,451.19,765.3380000000001,435.023,775.628,528.992,734.534,467.325,744.803,568.644
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,595.026,322.004,678.732,321.981,689.0319999999999,261.818,747.711,297.04200000000003,731.571,323.455,672.86,385.11,665.4989999999999,504.036,617.067,583.304,741.8760000000001,452.664,760.924,436.491,772.702,530.462,728.6439999999999,468.80400000000003,743.3330000000001,571.582
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,589.1709999999999,323.469,675.7660000000001,323.467,687.541,263.26599999999996,746.237,301.46,728.6210000000001,336.67900000000003,666.9939999999999,385.13300000000004,665.503,504.05,617.044,583.331,738.9019999999999,455.579,756.513,437.959,768.297,528.9680000000001,722.779,470.28,743.291,573.036
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,583.315,324.907,672.847,323.481,681.6510000000001,263.305,741.852,308.785,722.7869999999999,348.42400000000004,665.502,388.06,665.502,504.04400000000004,617.0880000000001,583.313,734.4910000000001,457.06,749.201,437.98,766.8,530.431,719.824,474.671,741.832,574.497
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,580.396,326.403,669.913,326.39099999999996,675.818,264.772,740.3580000000001,310.27299999999997,722.785,357.223,664.046,389.537,665.534,504.039,619.989,583.2919999999999,727.17,459.991,743.33,440.903,762.4,528.9830000000001,715.427,479.069,738.926,577.446
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,577.422,327.88300000000004,665.5189999999999,327.879,674.309,267.681,735.9889999999999,311.746,733.051,361.619,661.133,395.405,666.9810000000001,506.965,621.457,583.319,722.7819999999999,464.398,740.378,446.784,759.461,530.462,711.015,483.48,737.442,580.3580000000001
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,571.58,329.32,662.582,330.81699999999995,668.441,269.164,730.122,313.182,733.043,366.022,659.643,395.412,669.9010000000001,504.032,622.951,583.305,721.2919999999999,462.939,737.455,445.31800000000004,755.048,530.4580000000001,708.0989999999999,483.485,734.5239999999999,580.377
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,571.569,330.788,659.6619999999999,333.73900000000003,665.5039999999999,273.552,722.742,313.205,725.7260000000001,369.0,659.625,401.27099999999996,666.998,508.42199999999997,622.942,584.7719999999999,716.878,468.81199999999995,731.58,452.658,749.199,531.924,705.1469999999999,484.962,730.122,580.373
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,567.143,330.78,658.174,336.69199999999995,664.046,276.486,719.831,322.01,722.7710000000001,374.852,656.7239999999999,405.69800000000004,666.97,509.87699999999995,621.491,587.698,712.485,471.731,725.698,454.121,740.39,531.908,700.7610000000001,486.43199999999996,728.625,580.37
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,565.677,332.275,653.798,336.664,659.664,279.425,0.0,0.0,0.0,0.0,653.788,407.13800000000003,666.972,509.913,620.025,589.16,708.092,477.606,721.312,459.994,730.0930000000001,531.943,696.357,490.825,724.2660000000001,578.903
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,561.311,333.733,650.814,336.68199999999996,652.314,280.899,0.0,0.0,0.0,0.0,650.826,407.14300000000003,666.9730000000001,511.343,620.016,589.17,705.155,479.06699999999995,719.821,464.38699999999994,721.289,533.403,696.334,492.288,722.745,580.393
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,555.431,332.241,646.429,338.142,646.423,282.351,0.0,0.0,0.0,0.0,649.379,405.68300000000005,666.9839999999999,509.88800000000003,621.487,589.1619999999999,700.75,477.602,715.429,462.93300000000005,715.42,536.318,694.878,487.881,715.447,575.97
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,551.004,330.801,643.49,339.62199999999996,644.951,286.752,0.0,0.0,0.0,0.0,646.4259999999999,407.135,665.5369999999999,509.881,622.944,587.705,696.346,482.024,712.488,470.28,712.487,542.191,693.393,496.69699999999995,715.439,578.9069999999999
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,548.052,327.9,640.553,341.07800000000003,640.536,286.756,0.0,0.0,0.0,0.0,643.4730000000001,407.156,665.539,506.985,625.847,584.786,693.414,484.93699999999995,706.622,473.209,712.485,545.1569999999999,688.998,498.151,713.95,580.387
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,545.144,327.86199999999997,634.681,341.087,633.214,288.221,0.0,0.0,0.0,0.0,640.571,407.156,665.544,506.968,628.784,583.303,690.4739999999999,484.95599999999996,702.206,476.142,709.543,548.076,686.055,498.163,712.4830000000001,580.389
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,537.786,327.86800000000005,627.371,342.559,625.874,288.256,0.0,0.0,0.0,0.0,636.1519999999999,407.162,666.992,504.031,633.2180000000001,581.813,684.61,486.414,696.342,479.08,708.107,550.995,680.186,498.164,718.363,589.174
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,533.342,327.884,622.9540000000001,344.01,620.009,291.163,0.0,0.0,0.0,0.0,630.276,407.14,668.459,501.08099999999996,639.089,578.92,674.328,492.288,684.5939999999999,483.472,705.1469999999999,577.42,677.252,502.56699999999995,721.27,592.09
SoltarObjeto,Acomodar,Trabajo,Neutral,0.0,523.146,327.876,615.614,344.01300000000003,612.674,291.164,0.0,0.0,0.0,0.0,625.869,404.217,669.918,496.704,644.961,578.867,669.927,495.226,674.316,484.954,706.6260000000001,574.497,672.867,505.491,716.8960000000001,590.622
DarPaso,Caminar,Pausa,Neutral,0.0,517.249,327.87,609.725,345.473,603.861,292.63599999999997,0.0,0.0,0.0,0.0,618.5369999999999,404.18199999999996,671.3660000000001,486.405,652.283,573.026,658.186,496.694,671.3889999999999,483.48900000000003,708.086,577.428,662.584,506.959,712.482,587.7090000000001
DarPaso,Caminar,Pausa,Neutral,0.0,509.86800000000005,329.315,600.922,345.48699999999997,595.066,294.089,0.0,0.0,0.0,0.0,614.132,401.274,669.904,480.543,656.688,568.609,649.355,501.095,637.621,498.163,699.273,580.362,653.783,508.431,709.54,589.173
DarPaso,Caminar,Pausa,Neutral,0.0,504.02,332.298,593.587,346.94300000000004,587.703,294.122,0.0,0.0,0.0,0.0,603.866,399.80699999999996,667.007,476.153,662.577,561.31,640.558,506.974,622.943,505.5,699.2689999999999,587.721,650.854,511.38300000000004,705.153,592.09
DarPaso,Caminar,Pausa,Neutral,0.0,496.69599999999997,333.76599999999996,581.842,345.494,578.88,295.594,0.0,0.0,0.0,0.0,595.0409999999999,396.86400000000003,665.5060000000001,474.665,666.9830000000001,558.326,633.216,515.7669999999999,614.125,508.44,702.2,587.7,652.307,521.646,703.693,593.568
DarPaso,Caminar,Pausa,Neutral,0.0,483.48900000000003,335.17900000000003,574.5169999999999,346.969,568.607,297.026,0.0,0.0,0.0,0.0,589.17,396.85900000000004,659.6489999999999,470.25199999999995,672.8560000000001,552.482,627.352,512.841,609.729,506.964,699.275,586.248,643.518,518.712,697.819,593.552
DarPaso,Caminar,Pausa,Neutral,0.0,473.199,335.191,562.773,345.50199999999995,555.428,298.49,0.0,0.0,0.0,0.0,577.447,392.47900000000004,650.813,464.404,675.785,546.589,630.295,520.185,624.4119999999999,521.64,693.4060000000001,593.57,642.033,523.132,694.8810000000001,593.558
DarPaso,Caminar,Pausa,Neutral,0.0,464.375,336.70099999999996,552.467,346.972,546.5840000000001,299.976,0.0,0.0,0.0,0.0,565.702,392.48800000000006,641.999,461.444,675.7760000000001,533.4169999999999,628.807,523.115,622.928,528.979,686.072,596.5419999999999,639.094,520.19,693.395,593.57
DarPaso,Caminar,Pausa,Neutral,0.0,452.644,341.06800000000004,542.207,346.965,531.947,299.972,534.868,402.724,530.453,426.215,553.925,391.01,628.807,454.13800000000003,674.345,527.525,624.39,520.165,614.134,524.586,677.283,595.052,628.8240000000001,517.235,687.539,592.138
