Accion,Actividad,Categoria,Emocion,person,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.733,527.535,247.12900000000002,553.945,214.84599999999998,608.259,279.426,691.921,358.676,696.3610000000001,283.836,506.952,349.88,568.61,401.25,636.15,346.941,640.587,332.27,671.383,426.22,671.367,366.05,614.14,452.671,602.4069999999999
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.216,524.591,247.143,553.966,214.83700000000002,608.257,277.986,690.4689999999999,358.67900000000003,696.3589999999999,285.285,506.952,348.431,567.1619999999999,398.335,633.211,348.415,642.016,333.74300000000005,671.3919999999999,429.155,672.852,367.51199999999994,615.589,452.64099999999996,602.396
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,263.296,528.966,247.157,553.946,214.854,608.254,277.97900000000004,690.477,357.25300000000004,696.3439999999999,285.302,506.95599999999996,348.43699999999995,567.178,399.801,636.1519999999999,349.89300000000003,643.512,335.222,674.326,435.034,671.398,368.97900000000004,617.071,452.66900000000004,602.3969999999999
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.748,527.535,247.138,553.935,214.84099999999998,606.814,277.965,690.4680000000001,357.227,696.33,285.289,506.952,348.43699999999995,567.1709999999999,398.35,634.681,346.97,642.052,332.281,674.313,436.506,672.8539999999999,367.522,615.605,452.65,602.399
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.668,523.094,247.15200000000002,553.96,214.833,608.274,277.967,690.4680000000001,357.21,696.337,285.285,505.51300000000003,348.434,567.1759999999999,396.876,633.2090000000001,346.976,640.575,333.736,671.375,427.702,672.8489999999999,367.505,614.134,454.129,603.839
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.218,523.139,247.135,553.952,214.847,609.715,277.954,690.4730000000001,357.204,696.336,283.839,505.51599999999996,348.42800000000005,567.156,395.42800000000005,631.76,346.949,642.029,332.264,672.8560000000001,424.76,674.322,366.051,614.148,452.64300000000003,603.8480000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,263.306,527.536,245.688,552.498,214.817,606.803,277.978,690.4789999999999,357.214,696.347,283.836,505.51099999999997,348.43199999999996,567.1519999999999,396.88599999999997,633.232,348.434,642.009,335.194,672.837,418.892,674.321,368.958,614.146,454.13599999999997,603.841
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.217,524.586,247.12900000000002,553.927,214.84,608.274,277.97,690.4580000000001,357.235,696.357,283.842,505.50800000000004,348.439,567.15,399.79400000000004,636.141,346.952,640.58,332.269,671.387,414.49,675.784,367.49,614.129,455.596,602.406
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.20799999999997,523.123,247.12599999999998,553.941,214.83900000000003,609.722,277.981,689.029,357.241,696.3560000000001,283.818,505.51300000000003,349.91,568.622,398.336,634.694,346.969,642.026,333.72900000000004,672.842,421.83099999999996,675.778,367.501,615.5880000000001,452.635,603.8330000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.66900000000004,523.136,247.11900000000003,552.493,214.835,608.262,279.43,690.471,358.668,696.347,283.828,505.494,349.906,568.607,399.795,636.141,348.41,642.026,333.754,672.8389999999999,424.76099999999997,672.872,367.496,615.592,454.13599999999997,602.409
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.694,523.129,247.12,552.493,214.84599999999998,608.255,277.982,690.451,358.69,696.342,283.815,505.49800000000005,349.89,568.605,396.87699999999995,633.216,345.504,640.572,330.81199999999995,669.932,417.415,674.325,366.031,614.128,452.657,603.837
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.236,523.118,247.137,552.492,214.845,608.252,279.414,690.4860000000001,357.256,696.3439999999999,283.81,505.49699999999996,348.43300000000005,567.159,398.32199999999995,633.225,345.496,642.039,330.811,672.8439999999999,424.75800000000004,675.775,366.035,615.609,452.654,603.8330000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.767,526.0369999999999,247.11900000000003,553.938,214.842,608.257,277.97700000000003,690.488,357.254,696.3380000000001,283.829,505.51300000000003,348.44599999999997,567.168,398.324,634.677,345.5,642.0319999999999,332.259,672.8580000000001,427.691,675.784,366.042,615.589,451.19199999999995,603.836
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.21,524.589,247.11,552.493,214.835,606.789,277.96,690.4910000000001,357.221,694.8969999999999,282.376,505.506,349.88,567.169,398.32599999999996,633.21,345.5,643.481,330.796,674.314,423.29400000000004,675.788,367.491,615.597,452.63199999999995,603.845
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.724,526.052,247.111,552.495,214.832,606.807,276.52299999999997,690.471,357.218,696.319,282.377,505.515,349.87699999999995,567.151,398.32300000000004,631.756,346.958,642.0319999999999,332.264,672.8710000000001,424.76199999999994,674.312,367.51199999999994,614.146,457.04900000000004,603.854
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.217,524.592,247.10299999999998,552.465,214.831,606.788,277.939,690.5,357.221,696.326,280.909,505.50800000000004,349.89300000000003,567.1709999999999,398.341,633.222,345.504,642.0409999999999,330.805,672.867,421.82300000000004,677.2589999999999,366.046,615.597,452.654,603.859
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,263.243,529.003,247.142,553.943,214.851,608.246,277.941,690.495,357.249,696.3389999999999,285.28,506.968,349.907,568.612,398.344,634.69,346.94199999999995,642.048,330.80800000000005,672.8639999999999,413.019,681.668,367.49699999999996,615.611,454.125,603.852
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.744,527.524,247.13099999999997,552.488,214.85,608.251,277.965,691.927,357.224,696.325,283.845,505.515,348.44699999999995,567.165,398.33099999999996,636.139,345.496,642.028,330.796,672.847,418.88599999999997,674.318,366.042,615.591,451.184,602.399
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.232,526.055,247.122,552.477,214.843,606.7919999999999,277.95799999999997,690.505,357.214,696.335,283.816,505.499,349.906,568.596,398.34,634.692,346.95300000000003,642.023,332.265,672.8510000000001,415.96,674.332,367.494,614.149,452.654,602.3969999999999
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.22900000000004,524.6080000000001,247.125,552.4580000000001,214.831,606.783,277.947,690.4810000000001,357.244,696.34,283.829,504.05300000000005,349.884,567.164,398.327,634.689,345.505,642.012,332.26199999999994,671.3839999999999,421.82099999999997,675.812,364.58099999999996,614.145,452.666,602.405
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.216,523.131,247.12599999999998,552.475,214.843,606.811,277.95599999999996,690.497,357.235,696.337,283.817,505.48800000000006,351.37,568.62,396.88,633.226,345.466,640.572,329.34,669.93,418.885,674.34,364.55699999999996,614.114,449.72,603.875
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,272.08099999999996,517.25,247.149,552.476,214.845,606.7869999999999,277.965,690.4689999999999,358.67,696.3380000000001,283.82599999999996,504.05199999999996,351.345,567.1759999999999,398.339,633.226,345.475,642.0269999999999,329.342,672.8389999999999,417.42800000000005,674.3480000000001,366.024,614.149,451.18199999999996,605.306
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.214,523.109,247.13299999999998,551.025,214.84599999999998,606.803,277.973,690.457,357.241,696.3510000000001,283.825,504.05400000000003,349.892,567.1469999999999,396.876,631.75,345.47900000000004,642.034,329.325,672.872,415.94699999999995,675.7860000000001,366.04,614.138,452.655,605.335
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.153,520.189,248.57299999999998,552.467,216.273,606.797,279.413,690.4860000000001,357.255,696.3480000000001,283.84,504.045,351.35,567.158,398.345,633.2180000000001,345.50199999999995,640.569,330.796,671.3710000000001,413.022,675.7919999999999,366.04,614.118,449.71,605.3340000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.723,527.529,247.14,552.488,214.856,606.789,277.992,690.4810000000001,357.22900000000004,696.329,285.296,505.505,349.905,567.1469999999999,398.339,634.673,345.48199999999997,639.105,330.79,666.98,413.017,669.9060000000001,364.56,612.6619999999999,449.727,603.879
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.209,524.587,247.15599999999998,552.484,214.855,605.339,279.415,690.4739999999999,357.216,696.335,285.29,505.499,349.895,567.1469999999999,398.34,634.674,346.974,640.568,332.27099999999996,669.921,421.825,674.31,367.505,614.135,451.184,605.3240000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.755,526.066,247.153,553.935,216.269,606.784,279.418,690.4860000000001,357.22,696.319,285.297,506.949,351.35400000000004,567.168,399.8,634.7,345.501,640.558,330.79400000000004,669.92,415.94599999999997,669.914,366.04,614.122,452.63699999999994,605.3
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.218,524.6080000000001,248.576,552.487,216.28099999999998,606.785,277.976,690.461,357.22900000000004,696.317,285.297,505.514,349.902,567.168,399.791,634.688,346.945,640.582,332.26800000000003,669.913,423.291,672.8430000000001,366.039,615.5840000000001,451.19699999999995,603.865
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.774,524.5880000000001,247.15,553.928,216.274,606.7959999999999,279.41900000000004,690.4689999999999,357.222,696.319,285.28,505.51099999999997,349.88199999999995,567.135,396.88699999999994,631.765,348.42199999999997,642.0369999999999,333.744,672.835,430.63,672.834,368.958,615.591,452.645,605.302
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.14599999999996,521.6419999999999,247.142,552.497,216.27,606.786,277.987,690.457,357.227,696.342,282.375,505.50199999999995,348.439,567.141,395.421,630.31,349.88,642.0369999999999,335.204,672.836,433.56300000000005,672.841,368.968,615.5980000000001,452.63300000000004,603.884
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.594,518.724,248.575,553.931,216.27,606.7959999999999,277.96299999999997,689.0369999999999,357.22,696.341,285.286,505.496,349.897,567.158,396.86300000000006,630.2959999999999,346.96,642.025,332.282,672.8389999999999,424.754,674.3,367.494,614.149,452.668,605.307
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,272.065,520.184,247.153,553.939,216.28400000000002,606.7919999999999,277.983,690.4689999999999,357.216,696.345,283.83799999999997,505.49,348.439,567.153,395.42900000000003,630.302,346.94300000000004,642.013,332.27,671.38,424.76199999999994,672.8439999999999,366.029,614.137,451.189,605.313
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.626,520.195,248.57299999999998,553.941,214.854,605.3380000000001,277.938,689.033,357.211,696.3380000000001,285.291,505.522,349.88599999999997,567.159,396.86300000000006,631.743,345.49300000000005,640.572,330.8,671.372,415.955,671.3710000000001,366.034,614.125,448.241,605.311
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.624,520.183,247.15,552.491,214.857,606.778,277.96,690.4680000000001,357.204,696.331,285.281,505.494,348.431,565.711,396.88,631.75,346.95300000000003,640.57,330.81199999999995,669.93,414.491,671.375,366.051,614.125,449.72,605.3380000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.63,520.1709999999999,248.57299999999998,553.934,216.273,605.3380000000001,277.962,690.454,357.226,696.332,285.275,505.514,349.87699999999995,567.149,398.336,633.216,346.94300000000004,642.008,330.801,671.3989999999999,417.416,669.924,366.048,614.131,451.18199999999996,605.315
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.626,521.641,247.148,552.499,214.852,605.328,277.96299999999997,690.4580000000001,355.764,694.9010000000001,283.819,505.506,348.42800000000005,565.712,398.337,633.2180000000001,345.48900000000003,642.012,329.341,672.8380000000001,410.09,664.0419999999999,366.037,614.127,451.17400000000004,605.33
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.672,523.138,247.157,552.479,214.857,606.79,277.98900000000003,690.482,355.76300000000003,694.8960000000001,285.27299999999997,505.48699999999997,349.907,567.17,398.32599999999996,633.232,344.019,642.04,326.397,672.872,410.087,666.99,364.561,615.5840000000001,451.195,605.342
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.684,523.129,248.572,552.487,214.85,605.328,277.978,690.457,355.75300000000004,696.32,285.284,505.51800000000003,349.892,567.173,396.86400000000003,633.221,344.02099999999996,642.033,324.954,672.8560000000001,417.42400000000004,664.044,364.584,614.143,449.722,605.319
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.623,521.633,247.14700000000002,553.931,216.268,606.784,277.98,690.4639999999999,355.76199999999994,696.337,283.816,505.50199999999995,351.35,568.614,396.884,633.2090000000001,345.49199999999996,642.034,327.874,674.304,423.29699999999997,666.987,366.048,615.5830000000001,451.19300000000004,605.316
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.619,523.091,247.142,553.955,216.271,606.804,277.973,690.455,355.78,696.341,283.82,505.496,349.88300000000004,567.15,396.86300000000006,631.75,346.972,640.587,332.26800000000003,671.398,423.291,669.909,367.51300000000003,614.135,454.125,605.3480000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.226,523.119,247.141,553.94,216.273,608.246,279.411,690.471,355.773,696.347,283.825,505.51,349.879,567.16,396.871,631.74,346.94300000000004,642.0319999999999,329.336,672.867,423.289,669.909,367.505,614.145,452.67,605.33
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.626,520.165,247.13,553.929,216.273,608.252,277.996,690.459,355.776,696.352,280.885,504.055,346.981,565.682,396.87199999999996,631.752,344.033,642.047,326.409,674.311,415.95300000000003,669.914,364.588,614.143,452.62800000000004,605.34
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.233,524.591,247.136,555.391,216.28799999999998,609.716,279.411,690.461,355.772,696.345,282.355,505.514,349.902,568.596,396.87199999999996,631.75,346.95,642.02,329.348,671.4019999999999,426.23,665.5089999999999,367.515,614.148,452.648,606.7909999999999
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.686,521.6669999999999,248.574,553.947,216.275,608.25,277.994,690.447,355.777,696.3489999999999,285.284,506.962,351.35699999999997,568.615,396.86800000000005,631.773,345.48699999999997,640.578,327.87,671.37,424.75699999999995,662.574,366.038,614.125,454.11199999999997,605.344
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.15,523.102,247.15200000000002,553.957,216.28400000000002,609.7180000000001,279.426,690.462,357.199,696.3639999999999,283.82,505.51599999999996,349.87699999999995,567.178,395.42900000000003,631.748,345.478,642.044,327.86,672.8660000000001,415.957,664.044,366.04900000000004,614.1519999999999,452.67,605.332
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.238,523.089,247.138,553.944,214.851,608.252,279.418,690.471,355.773,696.3489999999999,283.817,505.523,348.416,567.158,396.86400000000003,633.225,345.48400000000004,640.5790000000001,326.418,671.377,424.754,668.441,366.032,614.126,452.665,605.34
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.205,523.113,248.572,555.408,216.274,609.717,277.99,690.454,355.772,696.35,285.288,506.962,349.89,567.169,395.423,631.753,345.485,640.5830000000001,326.415,671.403,410.084,668.446,366.04699999999997,614.122,452.655,605.341
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,264.753,523.126,248.57299999999998,555.3919999999999,216.269,609.711,277.976,689.038,355.779,696.345,283.845,506.969,349.876,567.174,396.86699999999996,633.22,348.425,643.492,332.26300000000003,674.317,421.82599999999996,666.9839999999999,368.986,615.5980000000001,455.591,606.779
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.69599999999997,521.661,247.127,553.944,214.829,608.25,277.957,689.03,355.773,696.3510000000001,283.82,505.51800000000003,349.89,567.181,396.855,631.7719999999999,345.478,643.496,326.414,674.33,424.75,665.5219999999999,367.499,614.1519999999999,455.584,605.331
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.226,526.043,247.114,553.9630000000001,214.85299999999998,608.245,277.982,690.4580000000001,355.74,696.3439999999999,282.38,506.973,349.88,567.163,395.402,630.307,345.485,639.0840000000001,327.86300000000006,665.5219999999999,429.17400000000004,661.0989999999999,364.57800000000003,612.656,454.11800000000005,605.33
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.67900000000003,523.143,247.135,555.391,214.84799999999998,608.25,277.973,690.452,355.74199999999996,696.3439999999999,283.835,506.964,348.44300000000004,567.177,395.401,631.741,345.48800000000006,640.548,327.879,666.9989999999999,427.702,662.558,364.579,614.116,452.64599999999996,605.325
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.693,521.675,247.144,556.851,214.84799999999998,608.264,277.939,689.0310000000001,355.767,696.3389999999999,285.281,508.43199999999996,349.87800000000004,567.177,395.398,630.302,346.964,640.572,330.80400000000003,669.921,429.166,664.048,367.506,614.127,458.529,605.3380000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.14,518.694,247.137,555.415,214.85299999999998,609.719,277.939,689.0319999999999,357.213,696.3480000000001,282.35900000000004,506.972,348.417,565.715,395.426,631.754,349.87800000000004,640.568,333.744,668.459,437.978,669.93,367.519,614.137,458.529,605.352
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.168,514.317,247.137,555.399,214.835,608.261,277.983,690.492,357.214,696.3439999999999,282.36,505.515,348.417,567.136,395.405,631.748,348.43800000000005,640.5840000000001,333.73199999999997,669.938,439.44,669.931,368.96,614.151,458.519,606.7769999999999
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,272.059,512.836,248.578,555.427,214.856,609.734,277.98,690.48,357.22,696.3430000000001,283.81,506.969,348.41,567.1419999999999,395.39099999999996,630.275,346.95,640.564,330.814,668.465,424.765,672.845,366.041,614.118,455.583,606.779
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.626,509.907,248.585,555.43,216.27700000000002,609.731,277.99,690.4789999999999,357.23800000000006,696.3439999999999,282.35200000000003,506.949,346.983,565.712,396.855,631.756,348.42800000000005,640.5830000000001,333.74699999999996,671.378,436.51,672.87,367.506,614.134,455.585,605.347
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,272.064,508.45599999999996,248.58700000000002,556.875,216.278,611.1990000000001,277.974,690.4639999999999,357.23400000000004,696.3539999999999,282.35900000000004,506.957,346.977,567.136,395.413,630.307,351.36,643.491,336.671,674.31,437.978,674.322,368.98699999999997,615.619,457.05400000000003,605.344
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.62,506.95300000000003,248.60299999999998,556.88,216.287,611.197,277.986,690.482,357.233,696.3589999999999,283.811,506.961,348.42400000000004,567.164,395.405,628.852,354.283,643.494,338.144,674.314,439.43699999999995,669.931,370.45300000000003,615.612,457.056,605.3480000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,272.066,505.51199999999994,248.609,556.872,214.85299999999998,608.279,277.985,690.475,357.23,696.3589999999999,283.83799999999997,506.98199999999997,348.434,567.173,395.423,630.304,352.81699999999995,643.476,336.67800000000005,674.3,430.63,674.304,370.43300000000005,615.604,457.05400000000003,606.804
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.626,505.51099999999997,248.604,556.887,216.28099999999998,611.202,277.986,690.475,357.244,696.3610000000001,283.828,506.98900000000003,348.41,567.16,396.85900000000004,630.311,354.28,643.497,338.134,674.324,435.031,674.303,370.45,615.621,458.533,605.352
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.63,505.48400000000004,248.59400000000002,556.888,216.273,611.179,277.967,690.48,358.668,696.3489999999999,283.834,508.415,348.43199999999996,567.159,395.399,630.284,349.895,642.02,333.735,671.3969999999999,439.441,671.3910000000001,368.973,614.154,455.58099999999996,605.349
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.599,502.579,248.59599999999998,556.882,214.856,609.737,277.973,690.4739999999999,357.24300000000005,696.363,285.27299999999997,508.414,349.87800000000004,567.177,395.399,630.276,349.897,642.023,335.19699999999995,671.4019999999999,427.695,671.387,368.978,614.148,455.584,605.34
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.601,504.014,248.6,556.886,216.27200000000002,611.183,277.961,690.472,357.23,696.36,283.83,506.986,348.42900000000003,567.156,395.413,630.2869999999999,349.88599999999997,642.0369999999999,332.274,672.865,418.89300000000003,675.791,368.985,615.586,454.13699999999994,605.344
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,270.608,502.566,248.61,556.887,216.27900000000002,611.181,279.41200000000003,690.492,357.226,696.36,285.284,506.98900000000003,348.44699999999995,567.158,395.408,630.2819999999999,349.901,642.043,335.20599999999996,674.302,421.819,675.799,368.986,615.591,455.597,605.349
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.133,502.54900000000004,248.601,556.873,216.278,609.7330000000001,277.996,690.482,357.218,696.352,283.83299999999997,506.98900000000003,349.88,567.165,395.39599999999996,630.283,348.434,642.03,333.74800000000005,672.8610000000001,423.293,674.331,368.958,614.149,451.176,605.35
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,269.138,502.595,248.592,556.879,214.855,609.716,279.409,690.4739999999999,355.777,696.3560000000001,283.83,506.98800000000006,348.425,567.138,395.39300000000003,630.269,348.436,642.011,333.726,671.404,448.24199999999996,664.0310000000001,368.968,614.1469999999999,452.631,605.326
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.694,502.57599999999996,248.58700000000002,556.8580000000001,214.842,608.262,277.95599999999996,689.025,357.215,696.35,285.277,506.981,349.88,567.164,395.411,630.286,349.89599999999996,642.019,333.74300000000005,671.3989999999999,421.824,674.309,368.98,614.1469999999999,452.653,606.793
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.695,505.499,248.579,556.863,214.843,608.264,277.961,689.029,357.213,696.352,283.832,506.968,348.418,565.711,395.405,630.2719999999999,351.348,642.052,336.666,674.3,427.69800000000004,672.865,368.98199999999997,615.5840000000001,452.661,605.3480000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.677,505.505,248.58,556.868,214.83700000000002,608.2769999999999,277.986,690.451,357.211,696.365,285.27299999999997,506.972,348.42900000000003,565.7080000000001,395.402,628.855,348.43699999999995,642.026,333.72900000000004,672.8560000000001,432.101,675.784,368.958,614.146,451.186,606.78
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.7,505.517,248.577,556.859,214.84099999999998,608.271,277.97,689.033,355.74800000000005,696.3430000000001,283.827,506.978,348.42699999999996,565.7090000000001,396.858,630.309,349.902,642.05,333.755,674.316,418.897,671.403,370.434,615.5880000000001,457.06300000000005,608.247
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,266.237,505.52099999999996,248.578,555.41,214.833,606.811,277.975,689.015,352.842,696.346,285.27299999999997,506.969,348.444,565.711,396.875,631.745,346.958,640.577,332.26599999999996,672.8330000000001,413.017,668.461,366.048,612.688,448.25699999999995,609.7280000000001
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.663,505.519,248.592,555.389,214.84599999999998,606.783,276.51099999999997,687.547,346.985,697.7869999999999,285.295,506.95,348.42,562.756,396.87800000000004,630.279,346.95099999999996,639.095,330.795,668.4630000000001,410.07800000000003,664.056,366.041,612.651,446.776,611.215
Digitar,UtilizarEquipoComputo,Trabajo,Neutral,0.0,267.692,506.97,248.59,553.947,216.27,606.78,276.51599999999996,687.5189999999999,345.49300000000005,697.821,285.286,505.48900000000003,352.827,564.216,396.87300000000005,627.381,344.014,639.0840000000001,324.953,666.992,410.083,658.179,363.11400000000003,611.191,480.543,624.399
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,269.164,505.51099999999997,248.614,552.474,216.291,603.865,276.529,687.512,342.55400000000003,699.257,285.298,504.045,351.36,562.737,398.32800000000003,624.415,346.967,639.091,330.792,665.5369999999999,427.694,661.112,367.505,611.195,480.55,622.955
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,273.55,504.05800000000005,250.08700000000002,551.023,216.31799999999998,603.849,276.502,686.058,342.546,700.7310000000001,288.20799999999997,504.029,354.291,562.746,398.344,618.5509999999999,346.96,640.535,329.33099999999996,665.523,433.569,652.322,367.52,612.669,493.755,622.941
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,275.013,505.495,251.553,549.531,217.753,602.375,276.496,684.613,341.10699999999997,700.752,289.689,502.55400000000003,354.28,561.298,401.255,615.582,345.509,640.55,327.875,666.972,418.88199999999995,649.354,367.49199999999996,612.686,480.54699999999997,617.0880000000001
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,277.95,504.036,254.479,548.0790000000001,219.226,600.915,276.517,684.575,341.05699999999996,699.295,292.624,501.11400000000003,355.77099999999996,561.299,402.74699999999996,614.117,346.965,640.555,329.348,666.988,437.97900000000004,650.835,367.51099999999997,612.68,495.221,621.469
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,283.812,501.13,260.356,546.641,222.188,596.524,277.941,681.6619999999999,341.05400000000003,699.305,295.58299999999997,501.092,357.19300000000004,559.8340000000001,404.2,611.198,349.88199999999995,640.569,332.26800000000003,666.9939999999999,435.029,652.319,370.43,612.682,498.162,621.467
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,288.242,499.659,263.296,546.597,226.585,596.52,277.982,677.2639999999999,341.10900000000004,700.74,298.535,499.606,357.26099999999997,558.326,404.175,606.822,354.291,640.576,335.20599999999996,666.987,439.434,661.1210000000001,373.36400000000003,614.129,496.699,621.48
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,294.093,498.17800000000005,266.233,543.672,229.485,593.58,280.887,675.783,342.56300000000005,702.2180000000001,305.865,498.131,358.72,555.42,402.74800000000005,603.868,354.30199999999996,642.025,336.67,668.467,436.504,661.125,373.36300000000006,614.128,498.167,618.555
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,298.52099999999996,496.699,273.536,539.283,232.472,590.659,282.36400000000003,674.306,342.56699999999995,703.666,311.693,493.767,361.644,555.398,404.202,600.92,357.217,642.045,338.164,669.925,436.5,675.7810000000001,374.86199999999997,614.141,498.17400000000004,618.555
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,308.79200000000003,492.29699999999997,276.525,534.8919999999999,239.78400000000002,583.297,285.27,672.8710000000001,343.99300000000005,703.698,317.60200000000003,489.37800000000004,364.591,552.4730000000001,405.659,596.543,360.181,642.033,342.56,668.453,424.76199999999994,713.965,380.735,617.066,458.532,634.684
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,316.118,487.917,285.301,533.384,244.19099999999997,580.386,283.829,671.377,342.56800000000004,705.148,323.485,487.86300000000006,371.895,551.03,407.151,595.034,360.195,642.021,344.00199999999995,668.465,423.292,712.4939999999999,382.176,615.616,490.82,624.41
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,323.482,486.43800000000005,292.62,530.4490000000001,250.055,575.953,283.819,668.445,342.54699999999997,706.613,332.284,486.411,376.311,548.0980000000001,411.56699999999995,595.0269999999999,363.091,644.955,344.022,671.3939999999999,417.41900000000004,733.041,383.67199999999997,620.02,459.999,656.7080000000001
