Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y
Sentarse,Descansar,Pausa,Neutral,0.0,357.225,643.484,336.671,664.051,0.0,0.0,386.591,615.6080000000001,502.55800000000005,599.4680000000001
Sentarse,Descansar,Pausa,Neutral,0.0,358.694,646.427,336.681,669.927,0.0,0.0,386.602,621.479,502.56,600.9159999999999
Sentarse,Descansar,Pausa,Neutral,0.0,360.162,649.357,338.149,672.8689999999999,420.35,719.827,386.597,625.867,501.089,596.528
Sentarse,Descansar,Pausa,Neutral,0.0,346.94300000000004,662.568,326.414,680.202,0.0,0.0,376.314,633.217,499.62,595.0369999999999
Sentarse,Descansar,Pausa,Neutral,0.0,358.70599999999996,652.307,338.13699999999994,683.127,424.75699999999995,709.561,383.661,625.883,498.171,592.118
Sentarse,Descansar,Pausa,Neutral,0.0,358.68699999999995,652.302,338.154,686.061,430.63199999999995,684.5989999999999,382.19300000000004,624.408,496.69800000000004,593.559
Sentarse,Descansar,Pausa,Neutral,0.0,360.158,652.314,341.08,683.138,439.45,659.628,380.725,627.339,496.702,590.646
Sentarse,Descansar,Pausa,Neutral,0.0,358.711,650.83,339.60900000000004,683.1239999999999,433.56,677.263,380.73,624.4,498.14099999999996,592.091
Sentarse,Descansar,Pausa,Neutral,0.0,358.68199999999996,649.369,338.154,680.199,427.7,687.5319999999999,379.25300000000004,624.408,498.157,589.19
Sentarse,Descansar,Pausa,Neutral,0.0,354.29400000000004,649.363,333.73199999999997,681.6569999999999,415.94599999999997,690.4789999999999,374.865,622.939,499.603,590.63
Sentarse,Descansar,Pausa,Neutral,0.0,357.221,647.91,336.67199999999997,680.189,426.22,674.325,377.793,620.008,495.223,590.626
Sentarse,Descansar,Pausa,Neutral,0.0,358.726,643.498,342.533,674.3430000000001,424.75199999999995,684.6039999999999,380.717,612.678,493.745,590.6469999999999
